lemma	paradigm_size
desaprobación	1
desaprobar	1
desaprovechar	2
desarmar	1
desarme	1
desarrapado	2
desarrollado	4
desarrollar	14
desarrollo	2
desarticulación	1
desarticulado	2
desarticular	1
desasosegar	1
desastre	1
desastroso	2
desatado	1
desatar	4
desatino	1
desautorizado	1
desautorizar	4
desavenencia	1
desayunar	1
desayuno	1
desazonador	1
desbancar	1
desbaratado	1
desbaratar	1
desbloquear	3
desbloqueo	1
desbocado	1
desbordado	2
desbordamiento	1
desbordar	6
desbrozar	1
descabalgar	1
descabellado	2
descalabro	1
descalificación	2
descalificado	1
descalificar	1
descalificativo	1
descalzo	1
descansado	1
descansar	5
descansillo	1
descanso	1
descapotable	1
descaradamente	1
descarado	1
descarga	1
descargar	2
descarrilar	1
descartado	2
descartar	10
descartes	1
descendencia	1
descendente	1
descender	8
descendiente	1
descenso	2
descentralización	1
descentralizado	1
descentralizador	1
descentralizar	1
descifrar	1
desclasificado	1
descodificador	2
descolgado	1
descolgar	3
descollante	1
descollar	1
descolocar	1
descolonización	1
descolorido	1
descompensado	1
descomponer	3
descomposición	1
descomunal	1
desconcertado	1
desconcertante	1
desconcertar	1
desconcierto	1
desconectar	4
desconfiado	1
desconfianza	1
desconfiar	2
desconocedor	1
desconocer	5
desconocido	4
desconocimiento	1
desconsideración	1
desconsiderado	2
desconsolado	1
descontado	1
descontaminación	1
descontar	5
descontento	2
descontrol	1
descontrolado	1
desconvocar	1
descoordinado	1
descorchar	1
descorche	1
descortesía	1
descoyuntado	2
describir	7
descripción	1
descrito	3
descubierto	2
descubridor	1
descubrimiento	2
descubrir	10
descuento	2
descuidado	1
descuidar	1
descuido	1
desde	1
desdecir	1
desdeñable	1
desdicha	1
desdichado	1
desdoblar	1
desdoro	1
desdramatizar	1
desdén	1
deseable	2
deseado	3
desear	13
desechar	1
desecho	1
desembarcar	1
desembarco	1
desembocadura	1
desembocar	6
desembolsar	2
desembolso	1
desembozado	1
desempacar	1
desempate	1
desempeñado	1
desempeñar	9
desempeño	1
desempleada	1
desempleado	3
desempleo	1
desempolvar	3
desencadenante	1
desencadenar	4
desencajado	1
desencantado	1
desencanto	1
desencuentro	1
desenfocar	1
desengaño	1
desenlace	1
desentenderse	1
desenterrar	2
desentierro	1
desentonar	1
desenvolver	3
deseo	2
desequilibrado	2
desequilibrio	2
deserción	2
desertizado	1
desertor	1
desesperación	1
desesperada	1
desesperadamente	1
desesperado	3
desesperante	2
desesperanza	1
desesperanzado	1
desestabilizador	1
desestabilizar	1
desestimado	1
desestimar	6
desfachatez	1
desfallecimiento	1
desfase	1
desfavorable	2
desfavorecido	2
desfigurado	1
desfilar	3
desfile	2
desgajado	2
desgana	1
desgarrador	2
desgarrar	2
desgarro	1
desgastar	3
desgaste	1
desgañitarse	1
desglosar	1
desgracia	2
desgraciada	1
desgraciadamente	1
desgraciado	2
desgranar	1
desgravar	1
desguazado	1
deshabitado	1
deshacer	4
desheredado	1
deshidratado	1
deshidrogenación	1
deshilachado	1
deshojado	1
deshuesado	1
desidia	1
desierto	3
designación	1
designado	2
designar	8
designio	2
desigual	1
desigualdad	2
desilusionar	1
desilusión	1
desinfección	1
desinformación	1
desinhibir	1
desintegrar	1
desinteresadamente	1
desinversión	1
desio	1
desire	1
desistir	1
desleal	2
deslegitimación	1
deslindar	1
deslinde	1
desliz	1
deslizamiento	1
deslizar	1
deslocalización	1
deslocalizado	2
deslocalizar	1
deslumbrante	1
deslumbrar	1
desmadrado	1
desmantelamiento	1
desmantelar	3
desmarcar	4
desmarque	1
desmayar	1
desmayo	1
desmazalado	1
desmedido	2
desmentido	3
desmentir	8
desmenuzado	1
desmenuzar	1
desmesurado	1
desmitificador	1
desmitificar	1
desmochado	1
desmond	1
desmontar	3
desmoralización	1
desmoralizad	1
desmoralizador	1
desmoralizar	2
desmoronar	2
desmovilización	1
desmán	2
desnaturalizado	1
desnivel	1
desnorte	1
desnudar	2
desnudez	1
desnudo	3
desnutrición	1
desobedecer	1
desobediencia	1
desocupar	1
desolación	1
desolado	1
desolador	1
desorbitado	1
desorbitar	1
desorden	2
desordenadamente	1
desordenado	3
desorganización	1
desorganizado	1
desorientación	1
desorientado	2
desoír	3
despachar	3
despacho	2
despacio	1
despampanante	1
desparramado	2
desparramar	1
despatarrado	1
despectivo	1
despedida	1
despedido	3
despedir	9
despegar	6
despegue	1
despejado	2
despejar	3
despelote	1
despenalizado	1
despensa	1
desperdiciar	1
desperdicio	1
desperdigado	1
desperfecto	1
despertado	1
despertador	1
despertar	9
despeñar	2
despiadado	1
despido	2
despierto	1
despilfarro	2
despistar	2
despiste	2
desplacer	1
desplante	1
desplazado	3
desplazamiento	2
desplazar	7
desplegado	4
desplegar	5
despliegue	1
desplomar	2
desplome	1
despoblación	1
despoblado	1
despojar	5
despojo	1
despotricar	1
despreciar	3
desprecio	1
desprender	3
desprendimiento	1
despreocupado	2
desprestigiar	3
desprestigio	1
desproporcionado	2
despropósito	2
desprovisto	1
despuntar	1
después	1
despótico	1
desquitar	2
desregulación	2
destacable	2
destacado	4
destacamento	1
destacar	8
destapar	2
destello	2
destemplado	1
desternillante	1
destete	1
destilar	2
destinado	4
destinar	8
destinatario	2
destino	2
destitución	1
destituido	2
destituir	3
destreza	1
destripado	1
destronado	2
destrozado	1
destrozar	5
destrozo	1
destrucción	1
destructivo	2
destructor	1
destruido	3
destruir	11
desunido	1
desunión	1
desvanecido	1
desvelar	5
desvelo	1
desvencijado	1
desventaja	2
desventura	1
desvern	1
desvestir	1
desviado	2
desviante	1
desviar	4
desvinculado	1
desvincular	2
desvirgar	1
desvirtuamiento	1
desvirtuar	2
desvío	2
detalladamente	1
detallado	3
detallar	4
detalle	2
detallista	2
detección	1
detectado	3
detectar	6
detective	1
detector	1
detención	2
detener	13
detenidamente	1
detenido	4
detentar	2
detergente	2
deteriorar	5
deterioro	1
determinación	2
determinado	4
determinante	1
determinar	8
determinismo	1
detestar	2
detonador	1
detonante	1
detonar	1
detractor	1
detras	1
detrimento	1
detritus	1
detroit	1
detrás	1
deu	1
deuda	2
deudor	1
deulofeu	1
deustche	1
deusto	1
deutsche	1
deutz	1
devaluación	1
devaluado	1
devaluar	2
devastado	1
devastador	3
devastar	1
development	1
devenir	1
devoción	1
devolución	2
devolver	14
devorado	1
devorar	6
devota	1
devoto	2
dewael	1
dexeus	1
di	1
diabetes	1
diablillo	1
diablo	2
diabólica	1
diadema	1
diafanidad	1
diagnosticar	3
diagnóstico	3
diagonal	2
diagonalmente	1
diagrama	1
dialectal	1
dialogado	1
dialogante	1
dialogar	3
dialéctica	1
dialéctico	3
diamante	1
diamantopoulou	1
diamantoupoulou	1
diamonds	1
dian	1
diana	2
dianne	1
diariamente	1
diario	4
dias	1
diaz	1
diazepan	1
dibella	1
dibenzotetratiafulval	1
dibujante	1
dibujar	6
dibujo	2
dicatión	1
diccionario	1
dice	1
dicha	1
dicho	4
dichoso	1
dicianometileno	1
diciembre	1
dick	1
dicotomía	2
dictado	4
dictador	2
dictadura	2
dictamen	2
dictaminar	2
dictar	11
dictatorial	1
dictionaire	1
dictámen	1
didier	1
didàctica	1
die	1
diecinueve	1
dieciocho	1
diecisiete	1
dieciséis	1
diego	1
diente	2
dieppa	1
dies	1
diestro	1
dieta	1
dieter	1
dieu	1
diez	1
diezmar	1
difamado	1
difamatorio	1
diferencia	2
diferenciación	1
diferenciado	4
diferencial	1
diferenciar	3
diferente	2
diferido	1
diferir	3
dificilísimo	1
dificultad	2
dificultar	7
dificultoso	2
difractograma	1
difuminación	1
difuminado	1
difundido	4
difundir	5
difunto	1
difusión	1
difusor	1
difícil	2
difícilmente	1
digbeu	1
digerir	2
digestivo	1
digital	2
dignamente	1
dignatario	1
dignidad	1
dignificación	1
dignificar	1
digno	3
dignísimo	1
dilación	1
dilapidado	1
dilatación	1
dilatado	1
dilatar	2
dilatorio	1
dilema	1
diletta	1
dili	1
dilian	1
diligencia	2
diligenciado	1
diligente	1
diligentemente	1
dilucidar	1
diluido	1
diluir	4
diluvio	1
dimaggio	1
dimensión	2
diminutivo	1
diminuto	3
dimisionario	2
dimisión	2
dimitir	8
dimitri	1
dinamarca	1
dinamismo	1
dinamitar	1
dinamización	1
dinamizar	1
dinamo	1
dineral	1
dinero	1
diniz	1
dino	1
dinosaurio	2
dinámica	1
dinámico	3
diogo	1
dion	1
dior	1
dios	2
dioses	1
diouf	1
diplodocus	1
diploma	1
diplomacia	1
diplomática	1
diplomático	4
diputació	1
diputación	2
diputada	2
diputado	2
diputados	1
direcció	1
dirección	2
directamente	1
directiva	2
directivo	3
directivos	1
directo	3
director	3
directora	1
directorio	1
directors	1
directriz	1
dirigente	2
dirigido	4
dirigir	16
dirigismo	1
dirimir	3
diríase	1
dis	1
discapacidad	2
discapacitado	2
discapacitados	1
discernir	1
disciplina	2
disciplinado	1
disciplinar	1
disciplinaria	1
disciplinario	4
discjockey	1
disco	2
discográfica	2
discográfico	3
disconformidad	1
discontinuo	1
discordante	2
discordia	1
discoteca	1
discovery	1
discreción	1
discrepancia	2
discrepante	1
discrepar	4
discretamente	1
discreto	3
discretísimamente	1
discriminación	1
discriminado	1
discriminar	2
discriminatorio	4
disculpa	1
disculpar	3
discurrir	2
discurso	2
discusión	2
discutible	2
discutido	1
discutir	9
discípulo	1
discótico	1
diseminación	1
diseminador	1
diseminar	1
disensión	1
disentir	1
diseñado	4
diseñador	2
diseñar	7
diseño	2
disfrazado	3
disfrazar	2
disfrutar	12
disfrute	1
disfunción	2
disgusto	2
disidencia	1
disidente	1
disimular	3
disipar	3
dislate	1
disminución	1
disminuido	4
disminuir	9
disminuído	1
disney	1
disociado	1
disolución	1
disolver	5
dispar	2
disparado	2
disparar	9
disparate	1
disparidad	2
disparo	2
dispensado	1
dispensar	1
dispersar	2
dispersión	1
disperso	2
displacer	1
displicente	1
disponer	15
disponibilidad	1
disponible	2
disposición	2
dispositivo	2
dispuesto	4
disputa	2
disputado	4
disputar	15
disputas	1
disquisición	2
distancia	2
distanciado	1
distanciamiento	1
distanciar	3
distante	1
distar	1
distender	1
distendido	1
distensión	1
distinción	2
distinguir	6
distintivo	1
distinto	4
distorsionado	3
distorsionar	1
distorsión	2
distracción	1
distraer	3
distraído	2
distribución	1
distribuido	4
distribuidor	1
distribuidora	1
distribuir	10
distrito	2
disturbio	1
distónico	1
disuasorio	1
disuelto	2
disyuntiva	1
ditiol	1
dits	1
diurno	1
diva	1
divergencia	2
divergir	1
diversidad	1
diversificación	1
diversión	1
diverso	4
divertido	2
divertir	5
dividendo	2
dividido	3
dividir	7
divina	1
divine	1
divinidad	1
divino	2
divisa	2
división	2
divisorio	1
divorciado	2
divorcio	2
divulgación	1
divulgar	5
diálogo	2
diálogos	1
diámetro	1
diócesis	1
dióxido	1
dj	1
djalminha	1
djindjic	1
djordjevic	1
djukanovic	1
djukic	1
dkv	1
dm	1
dni	1
dnl	1
do	1
dobladillo	1
doblado	1
doblar	4
doble	2
doblegar	1
doblemente	1
doblete	1
doblin	1
doce	1
docena	1
docente	2
docilidad	1
docomo	1
doctor	1
doctora	1
doctoral	1
doctrina	2
doctrinal	1
doctrinario	2
documentación	1
documentado	1
documental	2
documentar	2
documentario	1
documento	2
dodi	1
dogma	2
dogmatismo	1
doimo	1
dois	1
dokic	1
dolarización	1
dolarizar	1
dolencia	2
doler	3
dolido	1
doll	1
dollys	1
dolor	2
dolores	1
dolorosamente	1
doloroso	2
dolors	1
doloso	1
dom	1
doma	1
domador	1
domenico	1
domesticar	1
domeñar	1
domiciliario	2
domicilio	2
dominación	1
dominado	2
dominador	3
dominante	2
dominar	9
domingo	2
domingos	1
dominguero	1
dominic	1
dominical	1
dominicana	1
dominicano	4
dominio	1
dominó	1
domènec	1
doméstico	4
domínguez	1
don	1
dona	1
donación	2
donado	1
donald	1
donante	2
donantes	1
donar	1
donat	1
donativo	2
donato	1
doncella	1
donde	1
dong	1
donizetti	1
donna	1
donny	1
donostia	1
donostiarra	1
donyell	1
doohan	1
dopado	3
dopaje	1
dopante	1
dopar	2
doppler	1
doquier	1
dorado	2
dorma	1
dormann	1
dormido	3
dormir	7
dormitorio	1
doron	1
dorsal	1
dorso	1
dortmund	1
dos	1
doscientas	1
doscientos	1
dosedel	1
dosier	1
dosificar	1
dosis	1
dotación	2
dotado	3
dotar	5
dote	1
double	1
dow	1
down	1
doña	1
doñana	1
draft	1
dragado	1
dragar	1
dragoljub	1
drama	1
dramatizado	1
dramaturgo	1
dramatúrgicamente	1
drammen	1
dramático	4
draper	1
draskovic	1
drassanes	1
drazen	1
dream	1
drechsler	1
dresdner	1
drets	1
drexler	1
driblar	1
drilon	1
dris	1
dro	1
droga	2
drogadicto	2
drogar	1
drogas	1
drove	1
druso	1
dryuslis	1
drásticamente	1
drástico	1
ds	1
dss	1
du	1
dualidad	1
dualismo	1
duane	1
duarte	1
dublín	1
dubovsky	1
ducado	1
duch	1
ducha	2
ductilidad	1
duda	2
dudar	9
dudas	1
dudosamente	1
dudoso	4
duelista	2
duelo	2
duelos	1
duende	1
duerma	1
duermevela	1
duero	1
dueto	1
dueña	1
dueñas	1
dueño	2
dueños	1
duhalde	1
duisenberg	1
duke	1
dulce	2
dulcemente	1
dulcificar	1
dulcinea	1
dulzura	1
dulzón	1
duma	1
dumar	1
dumas	1
dumont	1
duna	1
duncan	1
dundo	1
dunham	1
duodécimo	2
duomo	1
duplicar	6
duplicidad	1
duque	1
duquesa	2
duración	1
duradero	2
duramente	1
duran	1
durango	1
durante	1
durar	9
duras	1
durban	1
durero	1
dureza	1
durillo	1
duris	1
duro	4
durr	1
duryea	1
durán	1
duscher	1
dusminguet	1
dusseldorf	1
dussán	1
dusty	1
dutruel	1
duty	1
duval	1
dvd	1
dwight	1
dynamics	1
dánzig	1
dávila	1
débil	2
débora	1
década	2
décima	2
décimo	2
déficit	2
démodé	1
dépor	1
déu	1
día	2
días	1
díaz	1
díez	1
dígito	1
díscolo	1
dócil	1
dólar	2
dólera	1
dónde	1
dúctil	1
dúo	1
e	2
ea	1
eaa	1
eagle	1
eaux	1
ebre	1
ebrio	1
ebro	1
ecclestone	1
ecevit	1
echado	2
echar	14
echave	1
echevarría	1
echeverría	1
echo	1
ecija	1
eclesiástico	2
eclipsar	1
eclosión	1
ecn	1
eco	1
ecological	1
ecologista	2
ecologistas	1
ecología	1
ecológico	4
economia	1
economicos	1
economista	2
economistas	1
economía	2
econòmic	1
económica	1
económicamente	1
económicas	1
económico	4
económicos	1
ecopacifista	1
ecosistema	2
ecosocialismo	1
ecosocialista	1
ecuador	1
ecuadólar	1
ecuanimidad	1
ecuatoriana	1
ecuatoriano	4
ecuestres	1
ecumenismo	1
ecuménico	1
ecónomo	1
ed	1
edad	2
edato	1
eddie	1
eddy	1
edema	1
edf	1
edgar	1
edgardo	1
edge	1
edible	1
edición	2
edie	1
edificabilidad	1
edificación	2
edificar	1
edificio	2
edil	2
edison	1
editado	1
editar	4
editor	2
editora	2
editores	1
editorial	2
editorialista	1
edlinger	1
edmonds	1
edmonton	1
edmund	1
edouard	1
edsa	1
edson	1
edu	1
eduard	1
eduardo	1
educación	1
educado	3
educador	1
educar	3
educativa	1
educativo	3
edward	1
edwin	1
edén	1
ee	1
eeb	1
eeuu	1
efe	2
efectivamente	1
efectividad	1
efectivo	4
efecto	2
efectos	1
efectuado	4
efectuar	10
eficacia	1
eficaz	2
eficiencia	1
eficiente	1
efraín	1
efthimios	1
efusión	1
efímero	1
eggen	1
egibar	1
egipcio	3
egipto	1
ego	1
egocentrismo	1
egoyan	1
egoísta	1
eguiagaray	1
eguileor	1
eguna	1
egurola	1
egypt	1
eh	1
ehf	1
ehiogiu	1
ehud	1
eibar	1
eichel	1
eilat	1
einstein	1
eintracht	1
eix	1
eixample	1
eje	2
ejecución	2
ejecutado	1
ejecutar	5
ejecutiva	1
ejecutivo	4
ejecutor	1
ejemplar	2
ejemplarizante	1
ejemplificar	1
ejemplo	2
ejercer	8
ejercicio	2
ejercido	1
ejercitar	2
ejido	1
ejército	2
ejércitos	1
ekin	1
el	5
ela	1
elaboración	1
elaborado	4
elaborar	7
eladio	1
elche	1
eldon	1
elecciones	1
elección	2
electivas	1
electo	2
elector	2
electorado	1
electoral	2
electorales	1
electoralista	2
electoralmente	1
electrabel	1
electricidad	1
electricista	1
electricity	1
electricité	1
electrodo	2
electrodoméstico	2
electroencefalografía	1
electronegativo	1
electronic	1
electroquímicamente	1
electroquímico	2
electrólito	1
electrón	2
electrónica	1
electrónicamente	1
electrónicas	1
electrónico	4
elefante	2
elegancia	1
elegante	1
elegido	3
elegir	11
elemental	2
elemento	2
elena	1
elenco	1
elevación	1
elevado	4
elevadísimo	1
elevar	11
elf	1
eliakim	1
eliancito	1
eliane	1
elias	1
elijah	1
eliminación	1
eliminado	2
eliminar	8
eliminatoria	2
eliminatorio	3
elines	1
elio	1
eliot	1
elisabeth	1
eliseo	1
elite	1
elitismo	1
elitista	2
elizalde	1
elián	1
eliécer	1
elland	1
elliott	1
ellis	1
eln	1
elocuencia	1
elocuente	2
elogiar	3
elogio	2
elorza	1
elosúa	1
eloy	1
els	1
elsa	1
elser	1
eludible	1
eludir	4
elustondo	1
elvis	1
elway	1
eléctrica	1
eléctricamente	1
eléctrico	4
elías	1
elíseo	1
emancipación	1
embadurnado	1
embajada	2
embajador	2
embajadora	1
embalaje	1
embalar	1
embaldosado	1
embalse	1
embarazado	2
embarazo	1
embarazoso	1
embarcación	2
embarcar	2
embargar	1
embargo	2
embargp	1
embarque	2
embate	1
embelesado	1
embestida	2
embestido	1
embestir	1
emblema	2
emblemático	3
embocar	1
embolia	1
embolsar	1
emboscada	1
embraer	1
embratur	1
embriaguez	1
embrionario	1
embrión	1
embrollado	1
embrutecido	1
embutir	1
emergencia	2
emergencias	1
emergente	2
emerger	1
emerging	1
emerson	1
emery	1
emi	1
emigración	2
emigrado	1
emigrante	1
emigrar	3
emil	1
emile	1
emili	1
emiliano	1
emilio	1
eminentemente	1
emir	1
emisión	2
emisor	1
emisora	2
emitido	4
emitir	12
emma	1
emmanuel	1
emocionado	2
emocional	1
emocionante	1
